"","L_ATC4","ATC4","name_simp"
"1619","AGONISTES DOPAMINERGIQUES","N04BC","DOPACEPTIN"
"1620","AGONISTES DOPAMINERGIQUES","N04BC","APOMORPHINE"
"1621","AGONISTES DOPAMINERGIQUES","N04BC","APOKINON"
"1622","AGONISTES DOPAMINERGIQUES","N04BC","TRIVASTAL"
"1623","AGONISTES DOPAMINERGIQUES","N04BC","NEUPRO"
"1624","INHIBITEURS DE LA MONOAMINE OXYDASE TYPE B","N04BD","DEPRENYL"
"1625","INHIBITEURS DE LA MONOAMINE OXYDASE TYPE B","N04BD","RASAGILINE"
"1626","INHIBITEURS DE LA MONOAMINE OXYDASE TYPE B","N04BD","AZILECT"
"1627","AUTRES DOPAMINERGIQUES","N04BX","TASMAR"
"1628","AUTRES DOPAMINERGIQUES","N04BX","ENTACAPONE"
"1629","AUTRES DOPAMINERGIQUES","N04BX","COMTAN"
"1630","PHENOTHIAZINES A CHAINE ALIPHATIQUE","N05AA","LARGACTIL"
"1631","PHENOTHIAZINES A CHAINE ALIPHATIQUE","N05AA","NOZINAN"
"1632","PHENOTHIAZINES A CHAINE ALIPHATIQUE","N05AA","CYAMEMAZINE"
"1633","PHENOTHIAZINES A CHAINE ALIPHATIQUE","N05AA","TERCIAN"
"1634","PHENOTHIAZINES DE STRUCTURE PIPERIDINIQUE","N05AC","NEULEPTIL"
"1635","PHENOTHIAZINES DE STRUCTURE PIPERIDINIQUE","N05AC","PIPORTIL"
"1636","DERIVES DE LA BUTYROPHENONE","N05AD","HALDOL"
"1637","DERIVES DE LA BUTYROPHENONE","N05AD","DIPIPERON"
"1638","DERIVES DU THIOXANTHENE","N05AF","FLUANXOL"
"1639","DERIVES DU THIOXANTHENE","N05AF","CLOPIXOL"
"1640","DERIVES DE LA DIPHENYLBUTYLPIPERIDINE","N05AG","ORAP"
"1641","DIAZEPINES, OXAZEPINES ET THIAZEPINES","N05AH","LOXAPAC"
"1642","DIAZEPINES, OXAZEPINES ET THIAZEPINES","N05AH","LEPONEX"
"1643","DIAZEPINES, OXAZEPINES ET THIAZEPINES","N05AH","CLOZAPINE"
"1644","DIAZEPINES, OXAZEPINES ET THIAZEPINES","N05AH","OLANZAPINE"
"1645","DIAZEPINES, OXAZEPINES ET THIAZEPINES","N05AH","ZALASTA"
"1646","DIAZEPINES, OXAZEPINES ET THIAZEPINES","N05AH","ZYPREXA"
"1647","DIAZEPINES, OXAZEPINES ET THIAZEPINES","N05AH","QUETIAPINE"
"1648","DIAZEPINES, OXAZEPINES ET THIAZEPINES","N05AH","XEROQUEL"
"1649","BENZAMIDES","N05AL","DOGMATIL"
"1650","BENZAMIDES","N05AL","SULPIRIDE"
"1651","BENZAMIDES","N05AL","TIAPRIDE"
"1652","BENZAMIDES","N05AL","TIAPRIDAL"
"1653","BENZAMIDES","N05AL","AMISULPRIDE"
"1654","BENZAMIDES","N05AL","SOLIAN"
"1655","LITHIUM","N05AN","TERALITHE"
"1656","AUTRES ANTIPSYCHOTIQUES","N05AX","RISPERIDONE"
"1657","AUTRES ANTIPSYCHOTIQUES","N05AX","RISPERDAL"
"1658","AUTRES ANTIPSYCHOTIQUES","N05AX","RISPERDALCONSTA"
"1659","AUTRES ANTIPSYCHOTIQUES","N05AX","ABILIFY"
"1660","AUTRES ANTIPSYCHOTIQUES","N05AX","ARIPIPRAZOLE"
"1661","AUTRES ANTIPSYCHOTIQUES","N05AX","TREVICTA"
"1662","AUTRES ANTIPSYCHOTIQUES","N05AX","PALIPERIDONE"
"1663","AUTRES ANTIPSYCHOTIQUES","N05AX","XEPLION"
"1664","DERIVES DE LA BENZODIAZEPINE","N05BA","VALIUM"
"1665","DERIVES DE LA BENZODIAZEPINE","N05BA","DIAZEPAM"
"1666","DERIVES DE LA BENZODIAZEPINE","N05BA","SERESTA"
"1667","DERIVES DE LA BENZODIAZEPINE","N05BA","TRANXENE"
"1668","DERIVES DE LA BENZODIAZEPINE","N05BA","TEMESTA"
"1669","DERIVES DE LA BENZODIAZEPINE","N05BA","LORAZEPAM"
"1670","DERIVES DE LA BENZODIAZEPINE","N05BA","BROMAZEPAM"
"1671","DERIVES DE LA BENZODIAZEPINE","N05BA","LEXOMIL"
"1672","DERIVES DE LA BENZODIAZEPINE","N05BA","URBANYL"
"1673","DERIVES DE LA BENZODIAZEPINE","N05BA","LYSANXIA"
"1674","DERIVES DE LA BENZODIAZEPINE","N05BA","PRAZEPAM"
"1675","DERIVES DE LA BENZODIAZEPINE","N05BA","ALPRAZOLAM"
"1676","DERIVES DE LA BENZODIAZEPINE","N05BA","XANAX"
"1677","DERIVES DE LA BENZODIAZEPINE","N05BA","VICTAN"
"1678","DERIVES DE LA BENZODIAZEPINE","N05BA","VERATRAN"
"1679","DERIVES DU DIPHENYLMETHANE","N05BB","HYDROXYZINE"
"1680","DERIVES DU DIPHENYLMETHANE","N05BB","ATARAX"
"1681","DERIVES DE L'AZASPIRODECANEDIONE","N05BE","BUSPIRONE"
"1682","DERIVES DE LA BENZODIAZEPINE","N05CD","NUCTALON"
"1683","DERIVES DE LA BENZODIAZEPINE","N05CD","LORMETAZEPAM"
"1684","DERIVES DE LA BENZODIAZEPINE","N05CD","NOCTAMIDE"
"1685","DERIVES DE LA BENZODIAZEPINE","N05CD","BUCCOLAM"
"1686","DERIVES DE LA BENZODIAZEPINE","N05CD","MIDAZOLAM"
"1687","DERIVES DE LA BENZODIAZEPINE","N05CD","HAVLANE"
"1688","SUBSTANCES APPARENTEES AUX BENZODIAZEPINES","N05CF","ZOPICLONE"
"1689","SUBSTANCES APPARENTEES AUX BENZODIAZEPINES","N05CF","IMOVANE"
"1690","SUBSTANCES APPARENTEES AUX BENZODIAZEPINES","N05CF","ZOLPIDEM"
"1691","SUBSTANCES APPARENTEES AUX BENZODIAZEPINES","N05CF","STILNOX"
"1692","SUBSTANCES APPARENTEES AUX BENZODIAZEPINES","N05CF","NOXIBEN"
"1693","AGONISTES DES RECEPTEURS DE LA MELATONINE","N05CH","SLENYTO"
"1694","INHIBITEURS NON SELECTIFS DE LA RECAPTURE DE LA MONOAMINE","N06AA","TOFRANIL"
"1695","INHIBITEURS NON SELECTIFS DE LA RECAPTURE DE LA MONOAMINE","N06AA","ANAFRANIL"
"1696","INHIBITEURS NON SELECTIFS DE LA RECAPTURE DE LA MONOAMINE","N06AA","CLOMIPRAMINE"
"1697","INHIBITEURS NON SELECTIFS DE LA RECAPTURE DE LA MONOAMINE","N06AA","SURMONTIL"
"1698","INHIBITEURS NON SELECTIFS DE LA RECAPTURE DE LA MONOAMINE","N06AA","AMITRIPTYLINE"
"1699","INHIBITEURS NON SELECTIFS DE LA RECAPTURE DE LA MONOAMINE","N06AA","ELAVIL"
"1700","INHIBITEURS NON SELECTIFS DE LA RECAPTURE DE LA MONOAMINE","N06AA","LAROXYL"
"1701","INHIBITEURS NON SELECTIFS DE LA RECAPTURE DE LA MONOAMINE","N06AA","QUITAXON"
"1702","INHIBITEURS NON SELECTIFS DE LA RECAPTURE DE LA MONOAMINE","N06AA","PROTHIADEN"
"1703","INHIBITEURS NON SELECTIFS DE LA RECAPTURE DE LA MONOAMINE","N06AA","LUDIOMIL"
"1704","INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE","N06AB","FLUOXETINE"
"1705","INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE","N06AB","PROZAC"
"1706","INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE","N06AB","CITALOPRAM"
"1707","INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE","N06AB","SEROPRAM"
"1708","INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE","N06AB","DEROXAT"
"1709","INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE","N06AB","PAROXETINE"
"1710","INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE","N06AB","DIVARIUS"
"1711","INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE","N06AB","SERTRALINE"
"1712","INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE","N06AB","ZOLOFT"
"1713","INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE","N06AB","FLOXYFRAL"
"1714","INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE","N06AB","FLUVOXAMINE"
"1715","INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE","N06AB","ESCITALOPRAM"
"1716","INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE","N06AB","SEROPLEX"
"1717","INHIBITEURS DE LA MONAMINE OXYDASE TYPE A","N06AG","MOCLAMINE"
"1718","AUTRES ANTIDEPRESSEURS","N06AX","LEVOTONINE"
"1719","AUTRES ANTIDEPRESSEURS","N06AX","MIANSERINE"
"1720","AUTRES ANTIDEPRESSEURS","N06AX","MIRTAZAPINE"
"1721","AUTRES ANTIDEPRESSEURS","N06AX","NORSET"
"1722","AUTRES ANTIDEPRESSEURS","N06AX","STABLON"
"1723","AUTRES ANTIDEPRESSEURS","N06AX","TIANEPTINE"
"1724","AUTRES ANTIDEPRESSEURS","N06AX","VENLAFAXINE"
"1725","AUTRES ANTIDEPRESSEURS","N06AX","EFFEXOR"
"1726","AUTRES ANTIDEPRESSEURS","N06AX","MILNACIPRAN"
"1727","AUTRES ANTIDEPRESSEURS","N06AX","DULOXETINE"
"1728","AUTRES ANTIDEPRESSEURS","N06AX","CYMBALTA"
"1729","AUTRES ANTIDEPRESSEURS","N06AX","AGOMELATINE"
"1730","AUTRES ANTIDEPRESSEURS","N06AX","VALDOXAN"
"1731","AUTRES ANTIDEPRESSEURS","N06AX","BRINTELLIX"
"1732","SYMPATHOMIMETIQUES D'ACTION CENTRALE","N06BA","METHYLPHENIDATE"
"1733","SYMPATHOMIMETIQUES D'ACTION CENTRALE","N06BA","RITALINE"
"1734","SYMPATHOMIMETIQUES D'ACTION CENTRALE","N06BA","CONCERTA"
"1735","SYMPATHOMIMETIQUES D'ACTION CENTRALE","N06BA","MEDIKINET"
"1736","SYMPATHOMIMETIQUES D'ACTION CENTRALE","N06BA","QUASYM"
"1737","SYMPATHOMIMETIQUES D'ACTION CENTRALE","N06BA","MODAFINIL"
"1738","SYMPATHOMIMETIQUES D'ACTION CENTRALE","N06BA","MODIODAL"
"1739","SYMPATHOMIMETIQUES D'ACTION CENTRALE","N06BA","SUNOSI"
"1740","DERIVES DE LA XANTHINE","N06BC","CAFEINE"
"1741","AUTRES PSYCHOSTIMULANTS ET NOOTROPES","N06BX","NOOTROPYL"
"1742","AUTRES PSYCHOSTIMULANTS ET NOOTROPES","N06BX","PIRACETAM"
"1743","AUTRES PSYCHOSTIMULANTS ET NOOTROPES","N06BX","RAXONE"
"1744","ANTICHOLINESTERASIQUES","N07AA","PROSTIGMINE"
"1745","ANTICHOLINESTERASIQUES","N07AA","MESTINON"
"1746","ANTICHOLINESTERASIQUES","N07AA","MYTELASE"
"1747","MEDICAMENTS UTILISES DANS LA DEPENDANCE À LA NICOTINE","N07BA","NICOTINE"
"1748","MEDICAMENTS UTILISES DANS LA DEPENDANCE À LA NICOTINE","N07BA","NICOPASS"
"1749","MEDICAMENTS UTILISES DANS LA DEPENDANCE À LA NICOTINE","N07BA","NICOPATCHLIB"
"1750","MEDICAMENTS UTILISES DANS LA DEPENDANCE À LA NICOTINE","N07BA","NIQUITIN"
"1751","MEDICAMENTS UTILISES DANS LA DEPENDANCE À LA NICOTINE","N07BA","NICORETTE"
"1752","MEDICAMENTS UTILISES DANS LA DEPENDANCE À LA NICOTINE","N07BA","NICOTINELL"
"1753","MEDICAMENTS UTILISES DANS LA DEPENDANCE À LA NICOTINE","N07BA","NICORETTESKIN"
"1754","MEDICAMENTS UTILISES DANS LA DEPENDANCE À LA NICOTINE","N07BA","CHAMPIX"
"1755","MEDICAMENTS UTILISES DANS LA DEPENDANCE ALCOOLIQUE","N07BB","BACLOCUR"
"1756","MEDICAMENTS UTILISES DANS LA DEPENDANCE ALCOOLIQUE","N07BB","ESPERAL"
"1757","MEDICAMENTS UTILISES DANS LA DEPENDANCE ALCOOLIQUE","N07BB","ACAMPROSATE"
"1758","MEDICAMENTS UTILISES DANS LA DEPENDANCE ALCOOLIQUE","N07BB","AOTAL"
"1759","MEDICAMENTS UTILISES DANS LA DEPENDANCE ALCOOLIQUE","N07BB","NALTREXONE"
"1760","MEDICAMENTS UTILISES DANS LA DEPENDANCE ALCOOLIQUE","N07BB","SELINCRO"
"1761","MEDICAMENTS UTILISES DANS LA DEPENDANCE AUX OPIOÏDES","N07BC","OROBUPRE"
"1762","MEDICAMENTS UTILISES DANS LA DEPENDANCE AUX OPIOÏDES","N07BC","SUBUTEX"
"1763","MEDICAMENTS UTILISES DANS LA DEPENDANCE AUX OPIOÏDES","N07BC","BUPRENORPHINE"
"1764","MEDICAMENTS UTILISES DANS LA DEPENDANCE AUX OPIOÏDES","N07BC","METHADONE"
"1765","MEDICAMENTS UTILISES DANS LA DEPENDANCE AUX OPIOÏDES","N07BC","BUPRENORPHINE/NAL"
"1766","MEDICAMENTS UTILISES DANS LA DEPENDANCE AUX OPIOÏDES","N07BC","SUBOXONE"
"1767","ANTIVERTIGINEUX","N07CA","BETAHISTINE"
"1768","ANTIVERTIGINEUX","N07CA","EXTOVYL"
"1769","ANTIVERTIGINEUX","N07CA","LECTIL"
"1770","ANTIVERTIGINEUX","N07CA","SERC"
"1771","ANTIVERTIGINEUX","N07CA","BETASERC"
"1772","ANTIVERTIGINEUX","N07CA","SIBELIUM"
"1773","ANTIVERTIGINEUX","N07CA","ACETYLLEUCINE"
"1774","ANTIVERTIGINEUX","N07CA","TANGANIL"
"1775","ANTIVERTIGINEUX","N07CA","TANGANILPRO"
"1776","AUTRES MEDICAMENTS DU SYSTEME NERVEUX","N07XX","RILUZOLE"
"1777","AUTRES MEDICAMENTS DU SYSTEME NERVEUX","N07XX","TEGLUTIK"
"1778","AUTRES MEDICAMENTS DU SYSTEME NERVEUX","N07XX","EMYLIF"
"1779","AUTRES MEDICAMENTS DU SYSTEME NERVEUX","N07XX","RILUTEK"
"1780","AUTRES MEDICAMENTS DU SYSTEME NERVEUX","N07XX","AMIFAMPRIDINE"
"1781","AUTRES MEDICAMENTS DU SYSTEME NERVEUX","N07XX","FIRDAPSE"
"1782","AUTRES MEDICAMENTS DU SYSTEME NERVEUX","N07XX","XENAZINE"
"1783","AUTRES MEDICAMENTS DU SYSTEME NERVEUX","N07XX","TETMODIS"
"1784","AUTRES MEDICAMENTS DU SYSTEME NERVEUX","N07XX","FAMPYRA"
"1785","AUTRES MEDICAMENTS DU SYSTEME NERVEUX","N07XX","VYNDAQEL"
"1786","AUTRES MEDICAMENTS DU SYSTEME NERVEUX","N07XX","VYNDAMAX"
"1787","AUTRES MEDICAMENTS DU SYSTEME NERVEUX","N07XX","WAKIX"
"1788","AUTRES MEDICAMENTS DU SYSTEME NERVEUX","N07XX","OZAWADE"
"1789","AUTRES MEDICAMENTS DU SYSTEME NERVEUX","N07XX","ONPATTRO"
"1790","AUTRES MEDICAMENTS DU SYSTEME NERVEUX","N07XX","AMVUTTRA"
"1791","DERIVES DU NITROIMIDAZOLE","P01AB","METRONIDAZOLE"
"1792","DERIVES DU NITROIMIDAZOLE","P01AB","FLAGYL"
"1793","DERIVES DU NITROIMIDAZOLE","P01AB","FASIGYNE"
"1794","DERIVES DU NITROIMIDAZOLE","P01AB","SECNOL"
"1795","AUTRES MEDICAMENTS CONTRE L'AMIBIASE ET AUTRES PROTOZOOSES","P01AX","ATOVAQUONE"
"1796","AUTRES MEDICAMENTS CONTRE L'AMIBIASE ET AUTRES PROTOZOOSES","P01AX","WELLVONE"
"1797","BIGUANIDES","P01BB","ATOVAQ/PROGUAN"
"1798","BIGUANIDES","P01BB","MALARONE"
"1799","METHANOLQUINOLEINES","P01BC","LARIAM"
"1800","DIAMINOPYRIMIDINES","P01BD","DARAPRIM"
"1801","DIAMINOPYRIMIDINES","P01BD","MALOCIDE"
"1802","ARTEMISININE ET DERVIVES, EN ASSOCIATION","P01BF","RIAMET"
"1803","ARTEMISININE ET DERVIVES, EN ASSOCIATION","P01BF","EURARTESIM"
"1804","MEDICAMENTS A BASE D'ANTIMOINE","P01CB","GLUCANTIME"
"1805","AUTRES ANTILEISHMANIENS ET TRYPANOCIDES","P01CX","PENTACARINAT"
"1806","DERIVES DE LA QUINOLEINE ET APPARENTES","P02BA","BILTRICIDE"
"1807","DERIVES DU BENZIMIDAZOLE","P02CA","ZENTEL"
"1808","DERIVES DU BENZIMIDAZOLE","P02CA","FLUVERMAL"
"1809","DERIVES DE LA TETRAHYDROPYRIMIDINE","P02CC","COMBANTRIN"
"1810","DERIVES DE LA TETRAHYDROPYRIMIDINE","P02CC","HELMINTOX"
"1811","AVERMECTINES","P02CF","IVERMECTINE"
"1812","AVERMECTINES","P02CF","STROMECTOL"
"1813","AVERMECTINES","P02CF","INCONNU"
"1814","PYRETHRINES, DERIVES DE SYNTHESE INCLUS","P03AC","TOPISCAB"
"1815","AUTRES ANTIPARASITAIRES EXTERNES, SCABICIDES INCLUS","P03AX","ASCABIOL"
"1816","SYMPATHOMIMETIQUES NON ASSOCIES","R01AA","ATURGYL"
"1817","SYMPATHOMIMETIQUES NON ASSOCIES","R01AA","PERNAZENE"
"1818","ANTIALLERGIQUES, CORTICOIDES EXCLUS","R01AC","ALONEST"
"1819","ANTIALLERGIQUES, CORTICOIDES EXCLUS","R01AC","ALLERGODIL"
"1820","CORTICOIDES","R01AD","BECONASE"
"1821","CORTICOIDES","R01AD","BECLO"
"1822","CORTICOIDES","R01AD","RINOCLENIL"
"1823","CORTICOIDES","R01AD","RHINOMAXIL"
"1824","CORTICOIDES","R01AD","RHINOCORT"
"1825","CORTICOIDES","R01AD","BUDESONIDE"
"1826","CORTICOIDES","R01AD","TIXOCORTOL"
"1827","CORTICOIDES","R01AD","PIVALONE"
"1828","CORTICOIDES","R01AD","MOMETASONE"
"1829","CORTICOIDES","R01AD","NASONEX"
"1830","CORTICOIDES","R01AD","NASACORT"
"1831","CORTICOIDES","R01AD","AVAMYS"
"1832","CORTICOIDES","R01AD","DYMISTA"
"1833","CORTICOIDES","R01AD","AZELASTINE"
"1834","CORTICOIDES","R01AD","RYALTRIS"
"1835","AUTRES PREPARATIONS NASALES","R01AX","ATROVENT"
"1836","AUTRES PREPARATIONS NASALES","R01AX","BACTROBAN"
"1837","AGONISTES SELECTIFS BETA 2 ADRENERGIQUES","R03AC","AIROMIR"
"1838","AGONISTES SELECTIFS BETA 2 ADRENERGIQUES","R03AC","VENTOLINE"
"1839","AGONISTES SELECTIFS BETA 2 ADRENERGIQUES","R03AC","SALBUTAMOL"
"1840","AGONISTES SELECTIFS BETA 2 ADRENERGIQUES","R03AC","VENTILASTIN"
"1841","AGONISTES SELECTIFS BETA 2 ADRENERGIQUES","R03AC","BRICANYL"
"1842","AGONISTES SELECTIFS BETA 2 ADRENERGIQUES","R03AC","TERBUTALINE"
"1843","AGONISTES SELECTIFS BETA 2 ADRENERGIQUES","R03AC","SEREVENT"
"1844","AGONISTES SELECTIFS BETA 2 ADRENERGIQUES","R03AC","FORMOTEROL"
"1845","AGONISTES SELECTIFS BETA 2 ADRENERGIQUES","R03AC","FORADIL"
"1846","AGONISTES SELECTIFS BETA 2 ADRENERGIQUES","R03AC","FORMOAIR"
"1847","AGONISTES SELECTIFS BETA 2 ADRENERGIQUES","R03AC","ASMELOR"
"1848","AGONISTES SELECTIFS BETA 2 ADRENERGIQUES","R03AC","ONBREZ"
"1849","AGONISTES SELECTIFS BETA 2 ADRENERGIQUES","R03AC","STRIVERDI"
"1850","ADRENERGIQUES ET AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES","R03AK","FLUTICASO/SALM"
"1851","ADRENERGIQUES ET AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES","R03AK","PROP"
"1852","ADRENERGIQUES ET AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES","R03AK","FLUTICASONE/SALM"
"1853","ADRENERGIQUES ET AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES","R03AK","SERETIDE"
"1854","ADRENERGIQUES ET AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES","R03AK","DUORESP"
"1855","ADRENERGIQUES ET AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES","R03AK","SYMBICORT"
"1856","ADRENERGIQUES ET AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES","R03AK","GIBITER"
"1857","ADRENERGIQUES ET AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES","R03AK","BUDESONIDE/"
"1858","ADRENERGIQUES ET AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES","R03AK","BUDESONIDE/FOR"
"1859","ADRENERGIQUES ET AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES","R03AK","FORMODUAL"
"1860","ADRENERGIQUES ET AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES","R03AK","INNOVAIR"
"1861","ADRENERGIQUES ET AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES","R03AK","BECLOM/FORMOT"
"1862","ADRENERGIQUES ET AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES","R03AK","RELVAR"
"1863","ADRENERGIQUES ET AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES","R03AK","REVINTY"
"1864","ADRENERGIQUES ET AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES","R03AK","FLUTIFORM"
"1865","ADRENERGIQUES ET AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES","R03AK","ATECTURA"
"1866","ADRENERGIQUES EN ASSOCIATION AVEC ANTICHOLINERGIQUES","R03AL","BRONCHODUAL"
"1867","ADRENERGIQUES EN ASSOCIATION AVEC ANTICHOLINERGIQUES","R03AL","ANORO"
"1868","ADRENERGIQUES EN ASSOCIATION AVEC ANTICHOLINERGIQUES","R03AL","LAVENTAIR"
"1869","ADRENERGIQUES EN ASSOCIATION AVEC ANTICHOLINERGIQUES","R03AL","ULTIBRO"
"1870","ADRENERGIQUES EN ASSOCIATION AVEC ANTICHOLINERGIQUES","R03AL","TRELEGY"
"1871","ADRENERGIQUES EN ASSOCIATION AVEC ANTICHOLINERGIQUES","R03AL","ELEBRATO"
"1872","ADRENERGIQUES EN ASSOCIATION AVEC ANTICHOLINERGIQUES","R03AL","TRIMBOW"
"1873","ADRENERGIQUES EN ASSOCIATION AVEC ANTICHOLINERGIQUES","R03AL","TRIXEO"
"1874","ADRENERGIQUES EN ASSOCIATION AVEC ANTICHOLINERGIQUES","R03AL","ENERZAIR"
"1875","GLUCOCORTICOIDES","R03BA","ECOBEC"
"1876","GLUCOCORTICOIDES","R03BA","BECLOMETASONE"
"1877","GLUCOCORTICOIDES","R03BA","BECOTIDE"
"1878","GLUCOCORTICOIDES","R03BA","BECLOJET"
"1879","GLUCOCORTICOIDES","R03BA","BEMEDREX"
"1880","GLUCOCORTICOIDES","R03BA","QVARSPRAY"
"1881","GLUCOCORTICOIDES","R03BA","QVAR"
"1882","GLUCOCORTICOIDES","R03BA","MIFLASONE"
"1883","GLUCOCORTICOIDES","R03BA","BECLOSPIN"
"1884","GLUCOCORTICOIDES","R03BA","BECLOSPRAY"
"1885","GLUCOCORTICOIDES","R03BA","BUDESONIDE"
"1886","GLUCOCORTICOIDES","R03BA","MIFLONIL"
"1887","GLUCOCORTICOIDES","R03BA","PULMICORT"
"1888","GLUCOCORTICOIDES","R03BA","NOVOPULMON"
"1889","GLUCOCORTICOIDES","R03BA","PROP"
"1890","GLUCOCORTICOIDES","R03BA","FLIXOTIDE"
"1891","GLUCOCORTICOIDES","R03BA","FLIXONASE"
"1892","GLUCOCORTICOIDES","R03BA","FIXORINOX"
"1893","GLUCOCORTICOIDES","R03BA","ASMANEX"
"1894","GLUCOCORTICOIDES","R03BA","ALVESCO"
"1895","ANTICHOLINERGIQUES","R03BB","IPRATROPIUM"
"1896","ANTICHOLINERGIQUES","R03BB","ATROVENT"
"1897","ANTICHOLINERGIQUES","R03BB","TIOTROPIUM"
"1898","ANTICHOLINERGIQUES","R03BB","SPIRIVA"
"1899","ANTICHOLINERGIQUES","R03BB","SEEBRI"
"1900","ANTICHOLINERGIQUES","R03BB","INCRUSE"
"1901","ANTICHOLINERGIQUES","R03BB","SPIOLTO"
"1902","AGONISTES SELECTIFS BETA 2 ADRENERGIQUES","R03CC","VENTOLINE"
"1903","AGONISTES SELECTIFS BETA 2 ADRENERGIQUES","R03CC","BRICANYL"
"1904","AGONISTES SELECTIFS BETA 2 ADRENERGIQUES","R03CC","OXEOL"
"1905","XANTHINES","R03DA","THEOSTAT"
"1906","ANTAGONISTES DES RECEPTEURS AUX LEUCOTRIÈNES","R03DC","MONTELUKAST"
"1907","ANTAGONISTES DES RECEPTEURS AUX LEUCOTRIÈNES","R03DC","SINGULAIR"
"1908","AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES À USAGE SYSTEMIQUE","R03DX","XOLAIR"
"1909","AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES À USAGE SYSTEMIQUE","R03DX","NUCALA"
"1910","AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES À USAGE SYSTEMIQUE","R03DX","FASENRA"
"1911","AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES À USAGE SYSTEMIQUE","R03DX","TEZSPIRE"
"1912","MUCOLYTIQUES","R05CB","HELICIDINE"
"1913","MUCOLYTIQUES","R05CB","MUCOMYSTENDO"
"1914","MUCOLYTIQUES","R05CB","PULMOZYME"
"1915","ALCALOIDES DE L'OPIUM ET DERIVES","R05DA","NEO"
"1916","ALCALOIDES DE L'OPIUM ET DERIVES","R05DA","PADERYL"
"1917","ALCALOIDES DE L'OPIUM ET DERIVES","R05DA","PHOLCODINE"
"1918","ALCALOIDES DE L'OPIUM ET DERIVES","R05DA","BIOCALYPTOL"
"1919","ALCALOIDES DE L'OPIUM ET DERIVES","R05DA","DIMETANE"
"1920","ALCALOIDES DE L'OPIUM ET DERIVES","R05DA","DEXTROMETHORPHANE"
"1921","ALCALOIDES DE L'OPIUM ET DERIVES","R05DA","PULMODEXANE"
"1922","ALCALOIDES DE L'OPIUM ET DERIVES","R05DA","TUSSIDANE"
"1923","ALCALOIDES DE L'OPIUM ET DERIVES","R05DA","POLERY"
"1924","ALCALOIDES DE L'OPIUM ET DERIVES","R05DA","TUSSIPAX"
"1925","ALCALOIDES DE L'OPIUM ET DERIVES","R05DA","EUPHON"
"1926","DERIVES DE LA PHENOTHIAZINE","R06AD","THERALENE"
"1927","DERIVES DE LA PHENOTHIAZINE","R06AD","PRIMALAN"
"1928","DERIVES DE LA PHENOTHIAZINE","R06AD","OXOMEMAZINE"
"1929","DERIVES DE LA PIPERAZINE","R06AE","AGYRAX"
"1930","DERIVES DE LA PIPERAZINE","R06AE","CETIRIZINE"
